community_id,message_id,rank_score,rank_within_community,topic_count,max_conf,mean_conf,margin_clamped,entropy,len_chars,len_words,has_multi,ambiguity_target,is_ambiguous,content
adad505c-ead6-4eb5-96dc-69d008db8185,1336957939700994048,-0.00032408832,98,1,0.7,0.7,0.7,0.0,113,23,0,0.10500000000000001,0,right now my P3 factories are half as slow vs optimum. i don't think i'd have made this kinda mistake in the past
adad505c-ead6-4eb5-96dc-69d008db8185,1336958129551835156,-0.00032408832,99,1,0.7,0.7,0.7,0.0,43,9,0,0.10500000000000001,0,maybe there will be a big fight in j211000?
adad505c-ead6-4eb5-96dc-69d008db8185,1336960243040522270,-0.00032408832,100,2,0.7,0.7,0.0,1.0,747,134,1,0.8875,1,"In 2005 when CCP was developing the game, they realized they'd need to split the galaxy in various regions at the time, base on player skill level. Back then it was all an Microsoft Access database of systems. There was the system name, then that linked to a region name, which had a security status. However the development team who was working on the system list player conquerable space forgot to write in the values for the in game security status, and upon printing the table in sql to confirm the names, that field was ""NULL"" and it overflowed the SSH buffer terminating the connection and requiring an iDRAC login.    The name ""Nullsec"" stuck as an internal joke, and then players picked up on it after 0.0, 0.1 etc never took off past 2009"
adad505c-ead6-4eb5-96dc-69d008db8185,1336970873214734398,-0.00032408832,101,1,0.7,0.7,0.7,0.0,20,4,0,0.10500000000000001,0,"it is possible, wdym"
adad505c-ead6-4eb5-96dc-69d008db8185,1336970906345410561,-0.00032408832,102,3,0.7,0.6999999999999998,0.0,0.9999999999999998,36,4,1,0.9249999999999998,1,"right-click skill, apply skillpoints"
adad505c-ead6-4eb5-96dc-69d008db8185,1336973946662424650,-0.00032408832,103,1,0.9,0.9,0.9,0.0,44,9,0,0.03499999999999999,0,when are you going to undock a tristan again
adad505c-ead6-4eb5-96dc-69d008db8185,1336974162539057213,-0.00032408832,104,1,0.9,0.9,0.9,0.0,54,13,0,0.03499999999999999,0,The dudes who I used to scrag are all in 5 algeese now
adad505c-ead6-4eb5-96dc-69d008db8185,1336974257410019429,-0.00032408832,105,1,0.9,0.9,0.9,0.0,60,11,0,0.03499999999999999,0,Can this game sell resources like the Rise of Kingdom game??
adad505c-ead6-4eb5-96dc-69d008db8185,1336975398105251841,-0.00032408832,106,1,0.9,0.9,0.9,0.0,63,13,0,0.03499999999999999,0,It's a bit difficult to compare EVE Online to a mobile game tbh
adad505c-ead6-4eb5-96dc-69d008db8185,1336976382332243979,-0.00032408832,107,2,0.7,0.7,0.0,1.0,222,44,1,0.8875,1,"Just sheer curiosity. When you do Sisi Mass Tests, how many hours/days did you leave the server up for testing other things for free? I need to do a few things in the server and knowing how much time I have would be great."
adad505c-ead6-4eb5-96dc-69d008db8185,1336976756183273484,-0.00032408832,108,1,0.9,0.9,0.9,0.0,65,13,0,0.03499999999999999,0,normal tests only keep the server on for the duration of the test
adad505c-ead6-4eb5-96dc-69d008db8185,1336977585699295274,-0.00032408832,109,2,0.7,0.7,0.0,1.0,101,21,1,0.8875,1,Sad... I wanted to record a few videos and I feel bad to make them while they're doing the mass test.
adad505c-ead6-4eb5-96dc-69d008db8185,1336977607769718865,-0.00032408832,110,1,0.7,0.7,0.7,0.0,77,13,0,0.10500000000000001,0,Question submission is only open during specific periods as we prep for Q&As.
adad505c-ead6-4eb5-96dc-69d008db8185,1336977627734478909,-0.00032408832,111,1,0.9,0.9,0.9,0.0,12,2,0,0.03499999999999999,0,SKINr things
adad505c-ead6-4eb5-96dc-69d008db8185,1336981404780593152,-0.00032408832,112,1,0.9,0.9,0.9,0.0,44,9,0,0.03499999999999999,0,"eve is not working for me today,Is this why?"
adad505c-ead6-4eb5-96dc-69d008db8185,1336981461848559658,-0.00032408832,113,1,0.7,0.7,0.7,0.0,23,5,0,0.10500000000000001,0,It is being looked into
adad505c-ead6-4eb5-96dc-69d008db8185,1336981582237405236,-0.00032408832,114,1,0.9,0.9,0.9,0.0,41,7,0,0.03499999999999999,0,"eve pulls version, resource data from R2."
adad505c-ead6-4eb5-96dc-69d008db8185,1336982895776104470,-0.00032408832,115,2,0.9,0.8,0.20000000000000007,0.9886994082884974,65,15,1,0.8118497041442486,1,hey ! I'm new to Eve Online and can't play ! my screen shows that
adad505c-ead6-4eb5-96dc-69d008db8185,1336983844196192276,-0.00032408832,116,1,0.9,0.9,0.9,0.0,83,15,0,0.03499999999999999,0,It told me that : Unable to delete some unused files in game installation directory
adad505c-ead6-4eb5-96dc-69d008db8185,1336985319127384084,-0.00032408832,117,1,0.9,0.9,0.9,0.0,119,9,0,0.03499999999999999,0,"Hey @alert-status, **EVE\_status** just posted a new Tweet!
<https://twitter.com/EVE_status/status/1887426103935180817>"
adad505c-ead6-4eb5-96dc-69d008db8185,1336988388905189376,-0.00032408832,118,2,0.7,0.7,0.0,1.0,31,5,1,0.8875,1,always right click on something
adad505c-ead6-4eb5-96dc-69d008db8185,1336992441294651422,-0.00032408832,119,1,0.7,0.7,0.7,0.0,19,3,0,0.10500000000000001,0,stop losing legions
adad505c-ead6-4eb5-96dc-69d008db8185,1336992461926432801,-0.00032408832,120,1,0.7,0.7,0.7,0.0,28,5,0,0.10500000000000001,0,right click get repair quote
adad505c-ead6-4eb5-96dc-69d008db8185,1336992466288771092,-0.00032408832,121,1,0.9,0.9,0.9,0.0,19,4,0,0.03499999999999999,0,I lost ratting mach
adad505c-ead6-4eb5-96dc-69d008db8185,1336992589068632145,-0.00032408832,122,1,0.7,0.7,0.7,0.0,30,7,0,0.10500000000000001,0,how do you lose a ratting ship
adad505c-ead6-4eb5-96dc-69d008db8185,1336992604021330012,-0.00032408832,123,1,0.7,0.7,0.7,0.0,13,3,0,0.10500000000000001,0,just warp off
adad505c-ead6-4eb5-96dc-69d008db8185,1336994875752714281,-0.00032408832,124,1,0.9,0.9,0.9,0.0,17,3,0,0.03499999999999999,0,drain corp wallet
adad505c-ead6-4eb5-96dc-69d008db8185,1336994985878356040,-0.00032408832,125,1,0.9,0.9,0.9,0.0,16,5,0,0.03499999999999999,0,I make 50m a day
adad505c-ead6-4eb5-96dc-69d008db8185,1336995006287712297,-0.00032408832,126,1,0.7,0.7,0.7,0.0,25,8,0,0.10500000000000001,0,I am bad at pvp so I dont
adad505c-ead6-4eb5-96dc-69d008db8185,1336995133731766325,-0.00032408832,127,1,0.9,0.9,0.9,0.0,24,5,0,0.03499999999999999,0,you gotta invest my dude
adad505c-ead6-4eb5-96dc-69d008db8185,1336995214992212069,-0.00032408832,128,1,0.9,0.9,0.9,0.0,62,13,0,0.03499999999999999,0,nourv managed to get a twitch egirl in their corp at one point
adad505c-ead6-4eb5-96dc-69d008db8185,1336995410320949318,-0.00032408832,129,1,0.9,0.9,0.9,0.0,50,10,0,0.03499999999999999,0,i dont remember her name but it was good marketing
adad505c-ead6-4eb5-96dc-69d008db8185,1336995584414060577,-0.00032408832,130,1,0.9,0.9,0.9,0.0,54,12,0,0.03499999999999999,0,they had a real twitch thot in their corp at one point
adad505c-ead6-4eb5-96dc-69d008db8185,1336996412063223828,-0.00032408832,131,1,0.9,0.9,0.9,0.0,157,30,0,0.03499999999999999,0,you can ask conor what the streamer was called but i remember they were in nourv and they were invited into the corp while they were still doing the tutorial
adad505c-ead6-4eb5-96dc-69d008db8185,1336996629965967414,-0.00032408832,132,1,0.9,0.9,0.9,0.0,140,28,0,0.03499999999999999,0,"U either set destination to your home and jump gates like a peasant

Or you use pochven filaments to go to pochven and then go back to hisec"
adad505c-ead6-4eb5-96dc-69d008db8185,1336996806856544256,-0.00032408832,133,1,0.9,0.9,0.9,0.0,99,18,0,0.03499999999999999,0,"Use Border-5 to enter pochven
And Proximity-5 to exit pochven

This is will leave you out near jita"
adad505c-ead6-4eb5-96dc-69d008db8185,1336997128735821868,-0.00032408832,134,2,0.7,0.7,0.0,1.0,102,18,1,0.8875,1,Does anyone have any PVE ship configurations for a new player just anything to comfortably form up isk
adad505c-ead6-4eb5-96dc-69d008db8185,1336997288911835198,-0.00032408832,135,2,0.7,0.7,0.0,1.0,102,18,1,0.8875,1,Does anyone have any PVE ship configurations for a new player just anything to comfortably form up isk
adad505c-ead6-4eb5-96dc-69d008db8185,1336997582009798656,-0.00032408832,136,1,0.9,0.9,0.9,0.0,35,8,0,0.03499999999999999,0,"Do explo, it's a good start for isk"
adad505c-ead6-4eb5-96dc-69d008db8185,1336999566117179494,-0.00032408832,137,1,0.7,0.7,0.7,0.0,50,9,0,0.10500000000000001,0,never recovered after selling their geri at a loss
adad505c-ead6-4eb5-96dc-69d008db8185,1337001517563121734,-0.00032408832,138,2,0.7,0.7,0.0,1.0,194,30,1,0.8875,1,"I'm looking up how to earn DED Lp, and I'm not sure what's correct anymore. Preferably without wrecking faction relations since apparently that governs your ability to access triglavian sectors."
adad505c-ead6-4eb5-96dc-69d008db8185,1337001960863301662,-0.00032408832,139,1,0.9,0.9,0.9,0.0,222,43,0,0.03499999999999999,0,"ive read the filaments section on the guide, still have no idea how to come back home after exploration, but seems  it will take many jumps, making me not wanna do exploration at all, all the jumps back not worth it at all"
adad505c-ead6-4eb5-96dc-69d008db8185,1337002134167748678,-0.00032408832,140,1,0.7,0.7,0.7,0.0,147,29,0,0.10500000000000001,0,"I like the first one for the very chilly feel it gives off, while the second one is nice because of the winter theme with the snowflake and stripe."
adad505c-ead6-4eb5-96dc-69d008db8185,1337002657289867294,-0.00032408832,141,2,0.7,0.7,0.0,1.0,86,15,1,0.8875,1,"Although ill tell you now, youre not gonna earn ded lp without wrecking trig standings"
adad505c-ead6-4eb5-96dc-69d008db8185,1337002717909876768,-0.00032408832,142,1,0.7,0.7,0.7,0.0,51,13,0,0.10500000000000001,0,you need a buffer or a alt for any of these to work
adad505c-ead6-4eb5-96dc-69d008db8185,1337002845332967494,-0.00032408832,143,1,0.9,0.9,0.9,0.0,26,5,0,0.03499999999999999,0,You just pop two filaments
adad505c-ead6-4eb5-96dc-69d008db8185,1337002875548733492,-0.00032408832,144,1,0.9,0.9,0.9,0.0,22,3,0,0.03499999999999999,0,Border-5 and proximity
adad505c-ead6-4eb5-96dc-69d008db8185,1337003005031092235,-0.00032408832,145,1,0.7,0.7,0.7,0.0,63,14,0,0.10500000000000001,0,You just want the liquid isk and the best place to sell is jita
adad505c-ead6-4eb5-96dc-69d008db8185,1337006247836385290,-0.00032408832,146,1,0.7,0.7,0.7,0.0,79,16,0,0.10500000000000001,0,"Not bad idea, if you decide not to take the escalation you don't lose that much"
adad505c-ead6-4eb5-96dc-69d008db8185,1337007960467046410,-0.00032408832,147,1,0.9,0.9,0.9,0.0,82,18,0,0.03499999999999999,0,Civilian Gatling railgun what kind of ammo do I need to put in it to make it shoot
adad505c-ead6-4eb5-96dc-69d008db8185,1337009222071746611,-0.00032408832,148,1,0.9,0.9,0.9,0.0,32,5,0,0.03499999999999999,0,Civilian weapons require no ammo
adad505c-ead6-4eb5-96dc-69d008db8185,1337009239503274035,-0.00032408832,149,1,0.9,0.9,0.9,0.0,25,6,0,0.03499999999999999,0,In turn they are very bad
adad505c-ead6-4eb5-96dc-69d008db8185,1337009774310588426,-0.00032408832,150,1,0.9,0.9,0.9,0.0,32,5,0,0.03499999999999999,0,Civilian weapons require no ammo
adad505c-ead6-4eb5-96dc-69d008db8185,1337009868632227862,-0.00032408832,151,1,0.9,0.9,0.9,0.0,46,7,0,0.03499999999999999,0,Civilian weapons do not require any ammunition
adad505c-ead6-4eb5-96dc-69d008db8185,1337010287982678109,-0.00032408832,152,2,0.7,0.7,0.0,1.0,53,13,1,0.8875,1,And why does it give me the option to put ammo in it?
adad505c-ead6-4eb5-96dc-69d008db8185,1337010530115915869,-0.00032408832,153,1,0.9,0.9,0.9,0.0,74,16,0,0.03499999999999999,0,Why are you so deadset on putting ammo in a civ gun that doesn't need ammo
adad505c-ead6-4eb5-96dc-69d008db8185,1337010715172667393,-0.00032408832,154,1,0.9,0.9,0.9,0.0,18,4,0,0.03499999999999999,0,Don't use civ guns
adad505c-ead6-4eb5-96dc-69d008db8185,1337010755530264639,-0.00032408832,155,1,0.9,0.9,0.9,0.0,56,9,0,0.03499999999999999,0,Most definitely without civilian guns in the first place
adad505c-ead6-4eb5-96dc-69d008db8185,1337011193776177223,-0.00032408832,156,1,0.9,0.9,0.9,0.0,107,19,0,0.03499999999999999,0,"idk man, I just copy pasted this from caldarijoan's website. it helped me clear my first t1 abyssal though."
adad505c-ead6-4eb5-96dc-69d008db8185,1337011435506630656,-0.00032408832,157,1,0.9,0.9,0.9,0.0,18,5,0,0.03499999999999999,0,That sure is a fit
adad505c-ead6-4eb5-96dc-69d008db8185,1337011668332318770,-0.00032408832,158,1,0.9,0.9,0.9,0.0,45,9,0,0.03499999999999999,0,"Do the career agent missions first, all of em"
adad505c-ead6-4eb5-96dc-69d008db8185,1337011708975386645,-0.00032408832,159,1,0.9,0.9,0.9,0.0,25,5,0,0.03499999999999999,0,It's part of the tutorial
adad505c-ead6-4eb5-96dc-69d008db8185,1337011758379962469,-0.00032408832,160,3,0.7,0.6999999999999998,0.0,0.9999999999999998,38,8,1,0.9249999999999998,1,"You'll get some free ships, isk and sp"
adad505c-ead6-4eb5-96dc-69d008db8185,1337011773580116030,-0.00032408832,161,2,0.7,0.7,0.0,1.0,48,10,1,0.8875,1,People don't usually spend 120m just to run a t1
adad505c-ead6-4eb5-96dc-69d008db8185,1337012259532312586,-0.00032408832,162,1,0.9,0.9,0.9,0.0,33,7,0,0.03499999999999999,0,After those you'll do the soe arc
adad505c-ead6-4eb5-96dc-69d008db8185,1337012475442364476,-0.00032408832,163,1,0.9,0.9,0.9,0.0,64,13,0,0.03499999999999999,0,does he know that t1 is something a punisher or cheap retri runs
adad505c-ead6-4eb5-96dc-69d008db8185,1337012493708693657,-0.00032408832,164,1,0.9,0.9,0.9,0.0,42,7,0,0.03499999999999999,0,Read and do them otherwise you'll struggle
adad505c-ead6-4eb5-96dc-69d008db8185,1337013187547234304,-0.00032408832,165,3,0.7,0.6999999999999998,0.0,0.9999999999999998,34,7,1,0.9249999999999998,1,When the event loot gets buffed :B
adad505c-ead6-4eb5-96dc-69d008db8185,1337013438643306537,-0.00032408832,166,2,0.7,0.7,0.0,1.0,72,15,1,0.8875,1,"Well, the succubus is already 80-90m so lol. Also its a solo t1 frig run"
adad505c-ead6-4eb5-96dc-69d008db8185,1337013794064433175,-0.00032408832,167,1,0.9,0.9,0.9,0.0,52,11,0,0.03499999999999999,0,if you are i can understand why you went pirate frig
adad505c-ead6-4eb5-96dc-69d008db8185,1337013871193624629,-0.00032408832,168,1,0.9,0.9,0.9,0.0,56,12,0,0.03499999999999999,0,"well, yes. Otherwise I'd be using a t2 frig for this lol"
adad505c-ead6-4eb5-96dc-69d008db8185,1337014020477157396,-0.00032408832,169,1,0.9,0.9,0.9,0.0,80,15,0,0.03499999999999999,0,alao according to the site its either a worm or succy that's effective for alpha
adad505c-ead6-4eb5-96dc-69d008db8185,1337014196394524762,-0.00032408832,170,2,0.7,0.7,0.0,1.0,48,11,1,0.8875,1,worm is better but you cant be picky as an alpha
adad505c-ead6-4eb5-96dc-69d008db8185,1337014280201175070,-0.00032408832,171,3,0.9,0.9,0.0,0.9999999999999998,47,8,1,0.9249999999999998,1,especially now with how cheap worms have become
adad505c-ead6-4eb5-96dc-69d008db8185,1337014387847856219,-0.00032408832,172,3,0.9,0.9,0.0,0.9999999999999998,69,13,1,0.9249999999999998,1,yeah just looked. its apparently at 55-58m? almost as cheap as a dram
adad505c-ead6-4eb5-96dc-69d008db8185,1337014485571080244,-0.00032408832,173,3,0.9,0.9,0.0,0.9999999999999998,66,10,1,0.9249999999999998,1,pirate faction warfare made angel and guristas ships worth pennies
adad505c-ead6-4eb5-96dc-69d008db8185,1337014570077786162,-0.00032408832,174,1,0.9,0.9,0.9,0.0,26,5,0,0.03499999999999999,0,it great for abyss runners
adad505c-ead6-4eb5-96dc-69d008db8185,1337014636087607307,-0.00032408832,175,1,0.9,0.9,0.9,0.0,51,12,0,0.03499999999999999,0,if you went for the trad wife route of worm -> gila
adad505c-ead6-4eb5-96dc-69d008db8185,1337014691821654026,-0.00032408832,176,2,0.9,0.9,0.0,1.0,60,13,1,0.8875,1,oh sounds great. might try a worm after I get some extra isk
adad505c-ead6-4eb5-96dc-69d008db8185,1337016377927532575,-0.00032408832,177,2,0.9,0.8,0.20000000000000007,0.9886994082884974,125,25,1,0.8118497041442486,1,"actually, I'd want to ask: what are the death rooms in the t1 abyssals, and what kind of requirements do I need to beat them?"
adad505c-ead6-4eb5-96dc-69d008db8185,1337016649420771460,-0.00032408832,178,1,0.9,0.9,0.9,0.0,68,14,0,0.03499999999999999,0,Isnt really a death room as they don't spawn enough to class as one.
adad505c-ead6-4eb5-96dc-69d008db8185,1337016712435863615,-0.00032408832,179,1,0.9,0.9,0.9,0.0,25,6,0,0.03499999999999999,0,i dont think t1 have them
adad505c-ead6-4eb5-96dc-69d008db8185,1337016745193373767,-0.00032408832,180,1,0.9,0.9,0.9,0.0,32,8,0,0.03499999999999999,0,how do I unlock the eve epic arc
adad505c-ead6-4eb5-96dc-69d008db8185,1337016757541539882,-0.00032408832,181,1,0.9,0.9,0.9,0.0,51,12,0,0.03499999999999999,0,if your fit is shit some dps checks can mess you up
adad505c-ead6-4eb5-96dc-69d008db8185,1337016865372901406,-0.00032408832,182,1,0.9,0.9,0.9,0.0,73,16,0,0.03499999999999999,0,closest thing to a death room in t1 is not cracking a bs room fast enough
adad505c-ead6-4eb5-96dc-69d008db8185,1337017037322584107,-0.00032408832,183,1,0.9,0.9,0.9,0.0,95,18,0,0.03499999999999999,0,Trying to kite instead of just getting under the Phantasms guns is also a common cause of death
adad505c-ead6-4eb5-96dc-69d008db8185,1337017078976352319,-0.00032408832,184,1,0.9,0.9,0.9,0.0,27,6,0,0.03499999999999999,0,You have it open by default
adad505c-ead6-4eb5-96dc-69d008db8185,1337017116335013940,-0.00032408832,185,1,0.9,0.9,0.9,0.0,41,9,0,0.03499999999999999,0,You can find it in the agency menu ingame
adad505c-ead6-4eb5-96dc-69d008db8185,1337017153207144469,-0.00032408832,186,1,0.9,0.9,0.9,0.0,28,5,0,0.03499999999999999,0,Under missions and epic arcs
adad505c-ead6-4eb5-96dc-69d008db8185,1337017161734160416,-0.00032408832,187,1,0.9,0.9,0.9,0.0,222,39,0,0.03499999999999999,0,"idk, caldarijoan's abyssal fit site said there are some death rooms when using certain ships. I remember encountering the skypiercer disparu troop that I died to last time at t0, but I am not sure if there's smthin similar"
adad505c-ead6-4eb5-96dc-69d008db8185,1337017391267184710,-0.00032408832,188,1,0.9,0.9,0.9,0.0,100,22,0,0.03499999999999999,0,I am kinda glad I can kill the bs and bc spawns at kiting range fast enough. it takes a while though
adad505c-ead6-4eb5-96dc-69d008db8185,1337017546045521983,-0.00032408832,189,1,0.9,0.9,0.9,0.0,22,4,0,0.03499999999999999,0,Phantasms spawn at t1?
adad505c-ead6-4eb5-96dc-69d008db8185,1337017706066608208,-0.00032408832,190,1,0.9,0.9,0.9,0.0,120,24,0,0.03499999999999999,0,"Do I need to fulfill a specific requirement to like, start doing them? or I can just get to it after I finish tutorials?"
adad505c-ead6-4eb5-96dc-69d008db8185,1337017733891493990,-0.00032408832,191,1,0.7,0.7,0.7,0.0,83,15,0,0.10500000000000001,0,"Sure he probably has an explanation on it, Caldari knows what he is doing somewhat."
adad505c-ead6-4eb5-96dc-69d008db8185,1337017959524073563,-0.00032408832,192,1,0.9,0.9,0.9,0.0,24,6,0,0.03499999999999999,0,Can get to it right away
adad505c-ead6-4eb5-96dc-69d008db8185,1337018034312843274,-0.00032408832,193,1,0.9,0.9,0.9,0.0,81,17,0,0.03499999999999999,0,You have to fly to the system and dock at the station where the starting agent is
adad505c-ead6-4eb5-96dc-69d008db8185,1337019119593062510,-0.00032408832,194,1,0.9,0.9,0.9,0.0,36,7,0,0.03499999999999999,0,If it's moneys it's gonna be quicker
adad505c-ead6-4eb5-96dc-69d008db8185,1337019160533799013,-0.00032408832,195,1,0.9,0.9,0.9,0.0,117,22,0,0.03499999999999999,0,"Yer simple shit gets dealt with pretty quick, if it is remotely related to money or reimbursement it can take an age."
adad505c-ead6-4eb5-96dc-69d008db8185,1337022106063601736,-0.00032408832,196,1,0.9,0.9,0.9,0.0,56,13,0,0.03499999999999999,0,I love the purple on the sac and the blue on the panther
adad505c-ead6-4eb5-96dc-69d008db8185,1337023202412728320,-0.00032408832,197,1,0.9,0.9,0.9,0.0,63,8,0,0.03499999999999999,0,"uhnmm,, actually, civilian missile launcher uses light missiles"
adad505c-ead6-4eb5-96dc-69d008db8185,1337023486711037994,-0.00032408832,198,1,0.9,0.9,0.9,0.0,50,10,0,0.03499999999999999,0,"the career agents point you to it.

do them first."
adad505c-ead6-4eb5-96dc-69d008db8185,1337023636422393867,-0.00032408832,199,2,0.7,0.7,0.0,1.0,101,19,1,0.8875,1,"if you did them, go to the Opportunity panel, it's there under epic arcs aka The Blood stained  stars"
adad505c-ead6-4eb5-96dc-69d008db8185,1337023887170342922,-0.00032408832,200,1,0.9,0.9,0.9,0.0,107,20,0,0.03499999999999999,0,welcome to a tech or gaming companies support system. It took me 2 months to hear back from discord support
